	0.100	0.200	0.300	0.400	0.500	0.600	0.700	0.800	0.900
10	1.214e-04	2.032e-04	4.279e-04	6.445e-04	6.606e-04	7.739e-04	9.469e-04	1.496e-03	2.265e-03			0.998652	0.996812	0.996789	0.995030	0.994593	0.990559	0.983116	0.970815	0.953469
20	5.097e-05	1.026e-04	1.542e-04	2.307e-04	3.219e-04	4.211e-04	5.600e-04	7.819e-04	1.271e-03			0.999091	0.998317	0.997188	0.995791	0.994214	0.991842	0.989328	0.985405	0.979393
30	5.030e-05	1.006e-04	1.556e-04	2.226e-04	3.125e-04	4.118e-04	5.479e-04	7.786e-04	1.183e-03			0.999344	0.998501	0.997780	0.996933	0.995628	0.994232	0.992358	0.989113	0.983639
40	3.688e-05	9.053e-05	1.395e-04	2.012e-04	2.716e-04	3.675e-04	4.983e-04	6.914e-04	1.127e-03			0.999289	0.998553	0.997726	0.996641	0.995502	0.994018	0.991921	0.988910	0.982378
50	3.219e-05	7.109e-05	1.167e-04	1.837e-04	2.542e-04	3.454e-04	4.828e-04	6.847e-04	1.068e-03			0.999420	0.998756	0.997816	0.996631	0.995488	0.993943	0.991539	0.987888	0.980250
60	3.420e-05	7.109e-05	1.167e-04	1.690e-04	2.287e-04	3.159e-04	4.312e-04	6.378e-04	1.019e-03			0.999363	0.998715	0.997880	0.996969	0.995843	0.994147	0.992024	0.988599	0.981972
70	3.487e-05	7.109e-05	1.153e-04	1.750e-04	2.562e-04	3.367e-04	4.520e-04	6.673e-04	1.076e-03			0.999377	0.998702	0.997877	0.996852	0.995629	0.994176	0.991827	0.988603	0.980706
80	3.219e-05	7.444e-05	1.086e-04	1.623e-04	2.186e-04	3.112e-04	4.319e-04	6.525e-04	1.026e-03			0.999447	0.998813	0.998081	0.997129	0.996091	0.994460	0.992366	0.988902	0.982350
90	3.420e-05	7.041e-05	1.133e-04	1.730e-04	2.354e-04	3.252e-04	4.265e-04	5.955e-04	9.892e-04			0.999406	0.998741	0.997897	0.996905	0.995776	0.994284	0.991941	0.988894	0.982307
