	ROC_12_25
3.57985e-05	0.189000
3.62758e-05	0.191000
3.72304e-05	0.193000
3.77077e-05	0.198000
3.8185e-05	0.199000
3.86623e-05	0.215000
3.91397e-05	0.223000
3.9617e-05	0.225000
4.05716e-05	0.227000
4.10489e-05	0.230000
4.15262e-05	0.236000
4.20035e-05	0.242000
4.34355e-05	0.251000
4.39128e-05	0.253000
4.5822e-05	0.256000
4.67767e-05	0.258000
4.77313e-05	0.260000
4.82086e-05	0.261000
4.86859e-05	0.262000
4.91632e-05	0.263000
4.96405e-05	0.266000
5.01178e-05	0.268000
5.05952e-05	0.270000
5.10725e-05	0.271000
5.15498e-05	0.272000
5.29817e-05	0.278000
5.44137e-05	0.279000
5.53683e-05	0.280000
5.58456e-05	0.295000
5.63229e-05	0.296000
5.68002e-05	0.299000
5.72775e-05	0.300000
5.77549e-05	0.301000
5.82322e-05	0.302000
5.87095e-05	0.304000
5.91868e-05	0.314000
5.96641e-05	0.317000
6.01414e-05	0.318000
6.06187e-05	0.322000
6.1096e-05	0.323000
6.20507e-05	0.328000
6.34826e-05	0.329000
6.39599e-05	0.330000
6.49145e-05	0.336000
6.53919e-05	0.341000
6.68238e-05	0.349000
6.73011e-05	0.352000
6.77784e-05	0.355000
6.8733e-05	0.358000
6.92104e-05	0.359000
6.96877e-05	0.365000
7.35062e-05	0.366000
7.44608e-05	0.373000
7.49381e-05	0.374000
7.54154e-05	0.377000
7.82793e-05	0.381000
7.87566e-05	0.384000
7.97112e-05	0.390000
8.01886e-05	0.395000
8.06659e-05	0.396000
8.11432e-05	0.397000
8.35297e-05	0.399000
8.44844e-05	0.400000
8.73483e-05	0.401000
8.83029e-05	0.405000
8.92575e-05	0.411000
8.97348e-05	0.416000
9.06894e-05	0.418000
9.11668e-05	0.421000
9.21214e-05	0.424000
9.3076e-05	0.425000
9.45079e-05	0.428000
9.54626e-05	0.431000
9.78491e-05	0.439000
9.83264e-05	0.441000
9.88038e-05	0.446000
0.000100713	0.449000
0.00010119	0.450000
0.000101668	0.451000
0.000102145	0.458000
0.0001031	0.462000
0.000105009	0.468000
0.000105963	0.471000
0.000106918	0.472000
0.000107873	0.473000
0.00010835	0.475000
0.000110259	0.479000
0.000111214	0.486000
0.000111691	0.487000
0.000112169	0.488000
0.000113123	0.490000
0.000114555	0.497000
0.000115032	0.499000
0.000116464	0.500000
0.000116942	0.501000
0.000117896	0.502000
0.000118374	0.505000
0.000118851	0.506000
0.000123147	0.512000
0.000123624	0.516000
0.000126488	0.517000
0.000127443	0.522000
0.000128874	0.523000
0.000130784	0.524000
0.000132216	0.529000
0.000132693	0.530000
0.00013317	0.531000
0.000133648	0.535000
0.000135557	0.537000
0.000137466	0.542000
0.000137943	0.543000
0.000140807	0.549000
0.000141285	0.552000
0.000141762	0.553000
0.000142239	0.555000
0.000143671	0.556000
0.000144148	0.560000
0.000145103	0.561000
0.00014749	0.562000
0.000150831	0.570000
0.000151308	0.573000
0.000152263	0.574000
0.00015274	0.577000
0.000153695	0.578000
0.000155127	0.584000
0.000156559	0.585000
0.000157513	0.587000
0.000157991	0.588000
0.000159422	0.591000
0.000161809	0.596000
0.000167059	0.597000
0.000169923	0.598000
0.000171833	0.601000
0.000173742	0.604000
0.000175651	0.607000
0.000176128	0.608000
0.000177083	0.609000
0.000178038	0.611000
0.000178992	0.613000
0.00017947	0.617000
0.000179947	0.619000
0.000186629	0.620000
0.000188539	0.624000
0.000189971	0.626000
0.000192357	0.628000
0.000194744	0.632000
0.000198085	0.634000
0.000199039	0.636000
0.000199994	0.638000
0.000201426	0.639000
0.000203335	0.640000
0.000203813	0.641000
0.000205245	0.643000
0.000208108	0.644000
0.00020954	0.647000
0.000210018	0.648000
0.00021145	0.649000
0.000212404	0.650000
0.000215745	0.652000
0.0002167	0.658000
0.000217177	0.659000
0.000217655	0.660000
0.000219087	0.661000
0.000220519	0.663000
0.00022195	0.670000
0.000226246	0.672000
0.000227678	0.673000
0.000228633	0.674000
0.00022911	0.677000
0.000229587	0.679000
0.000231974	0.680000
0.000232451	0.681000
0.000235793	0.685000
0.000238179	0.689000
0.000239134	0.693000
0.000240088	0.695000
0.000241043	0.696000
0.000242952	0.697000
0.000245339	0.701000
0.000245816	0.702000
0.000249157	0.705000
0.000249635	0.706000
0.000250589	0.707000
0.000251067	0.708000
0.000252976	0.710000
0.000254408	0.712000
0.000257272	0.713000
0.000258226	0.717000
0.000263477	0.722000
0.000265863	0.723000
0.000267295	0.725000
0.000270159	0.726000
0.000270636	0.727000
0.000271114	0.728000
0.000272546	0.729000
0.000274455	0.732000
0.00027541	0.734000
0.000276841	0.735000
0.000277319	0.736000
0.000281615	0.737000
0.00028591	0.741000
0.000286865	0.742000
0.000287342	0.743000
0.000290206	0.745000
0.000294025	0.746000
0.000294979	0.747000
0.000295457	0.748000
0.000302616	0.750000
0.000304048	0.753000
0.000305958	0.754000
0.000306435	0.756000
0.000308344	0.757000
0.000315981	0.760000
0.000316458	0.761000
0.00031789	0.765000
0.0003198	0.767000
0.000321709	0.768000
0.000322186	0.769000
0.000323141	0.770000
0.000323618	0.774000
0.000324095	0.775000
0.000324573	0.776000
0.000326959	0.777000
0.000327914	0.779000
0.000335074	0.780000
0.000336506	0.790000
0.00033746	0.791000
0.000340801	0.792000
0.000343665	0.793000
0.00034462	0.794000
0.000345097	0.796000
0.000350825	0.799000
0.000353212	0.800000
0.000355121	0.803000
0.00035703	0.806000
0.000358462	0.807000
0.000359894	0.809000
0.00036228	0.811000
0.000365144	0.813000
0.000368963	0.818000
0.000370395	0.820000
0.000374213	0.821000
0.000379941	0.824000
0.000381373	0.826000
0.000382805	0.827000
0.00038376	0.828000
0.000386146	0.832000
0.000388533	0.835000
0.000389487	0.836000
0.000392828	0.837000
0.000393783	0.838000
0.00039617	0.839000
0.000399034	0.840000
0.000403329	0.841000
0.000409057	0.844000
0.000411444	0.846000
0.000412876	0.849000
0.000413353	0.850000
0.000422422	0.851000
0.000427672	0.852000
0.000428627	0.853000
0.000431013	0.854000
0.000432923	0.857000
0.000437696	0.863000
0.000438173	0.865000
0.000439605	0.868000
0.000443901	0.870000
0.000444856	0.872000
0.000446765	0.873000
0.000466335	0.875000
0.000466812	0.876000
0.000467289	0.880000
0.000469676	0.881000
0.000477313	0.883000
0.00047779	0.884000
0.000483518	0.885000
0.00048495	0.887000
0.000491632	0.888000
0.000497837	0.889000
0.000498792	0.890000
0.000500701	0.892000
0.00050261	0.895000
0.000503088	0.896000
0.00050452	0.897000
0.000505952	0.898000
0.000506906	0.899000
0.000508815	0.900000
0.000520748	0.902000
0.000538409	0.903000
0.000543182	0.904000
0.000547478	0.908000
0.000551774	0.909000
0.000555115	0.910000
0.000555592	0.911000
0.000556069	0.912000
0.000567048	0.914000
0.000569912	0.915000
0.000570866	0.916000
0.000571821	0.917000
0.000573253	0.918000
0.000574207	0.919000
0.000581367	0.920000
0.000587572	0.922000
0.000589959	0.924000
0.0005933	0.926000
0.000595686	0.927000
0.000598073	0.928000
0.000599028	0.929000
0.000599982	0.930000
0.000601414	0.931000
0.000602369	0.933000
0.000611915	0.936000
0.000619075	0.938000
0.000631485	0.941000
0.000640077	0.942000
0.000646759	0.943000
0.000652487	0.945000
0.000653441	0.946000
0.000653919	0.947000
0.000668238	0.948000
0.000682557	0.950000
0.00070165	0.951000
0.000704991	0.952000
0.000737448	0.953000
0.000738403	0.954000
0.000743176	0.955000
0.000754632	0.957000
0.000758927	0.958000
0.000766087	0.959000
0.000771815	0.960000
0.000879688	0.961000
0.000920259	0.962000
0.00092551	0.964000
0.0010267	0.965000
0.00105009	0.966000
0.00105438	0.967000
0.00116846	0.968000
0.00117371	0.969000
0.00122049	0.970000
0.00127347	0.972000
0.00127968	0.973000
0.00128874	0.974000
0.00130115	0.975000
0.00130641	0.976000
0.00131882	0.977000
0.00132072	0.978000
0.00132979	0.979000
0.00134173	0.980000
0.00137609	0.981000
0.00139757	0.982000
0.00140044	0.983000
0.00142239	0.984000
0.00143051	0.986000
0.00143098	0.987000
0.00154029	0.988000
0.00192787	0.989000
0.00194075	0.990000
0.00255935	0.991000
0.00265386	0.992000
0.00275505	0.993000
0.00293356	0.994000
0.00313499	0.995000
0.00318368	0.996000
0.00329537	0.997000
0.00351541	0.998000
0.00371015	0.999000
0.005	0.999582
