	ROC_8_40
7.80036e-05	0.325000
7.89491e-05	0.328000
7.98946e-05	0.331000
8.03674e-05	0.335000
8.08401e-05	0.336000
8.13129e-05	0.337000
8.22584e-05	0.338000
8.27311e-05	0.345000
8.32039e-05	0.347000
8.36766e-05	0.350000
8.41494e-05	0.352000
8.50949e-05	0.353000
8.65131e-05	0.355000
8.69859e-05	0.356000
8.79314e-05	0.357000
8.88769e-05	0.364000
8.98224e-05	0.366000
9.02951e-05	0.368000
9.07679e-05	0.371000
9.17134e-05	0.373000
9.50226e-05	0.374000
9.59681e-05	0.375000
9.64409e-05	0.376000
9.73864e-05	0.377000
9.78591e-05	0.379000
9.92774e-05	0.380000
9.97501e-05	0.381000
0.000100223	0.382000
0.000100696	0.385000
0.000101641	0.388000
0.000103059	0.389000
0.000103532	0.390000
0.00010495	0.391000
0.000105896	0.398000
0.000107314	0.399000
0.000107787	0.402000
0.00010826	0.404000
0.000108732	0.405000
0.000109205	0.407000
0.000110623	0.408000
0.000111096	0.409000
0.000111569	0.411000
0.000112042	0.412000
0.000112514	0.413000
0.000113933	0.414000
0.000114405	0.417000
0.000114878	0.420000
0.000115351	0.425000
0.000116296	0.426000
0.000116769	0.432000
0.000117715	0.433000
0.000118187	0.434000
0.00011866	0.439000
0.000119133	0.440000
0.000120078	0.441000
0.000120551	0.444000
0.000121497	0.445000
0.000121969	0.446000
0.000123388	0.454000
0.000124333	0.456000
0.000124806	0.457000
0.000126224	0.458000
0.000126697	0.459000
0.00012717	0.462000
0.000128115	0.466000
0.000129061	0.468000
0.000129533	0.469000
0.000131424	0.472000
0.000131897	0.475000
0.000132843	0.477000
0.000133315	0.479000
0.000133788	0.481000
0.000134261	0.482000
0.000134734	0.486000
0.000135206	0.489000
0.000135679	0.492000
0.000136152	0.493000
0.000136625	0.496000
0.000137097	0.497000
0.000138516	0.499000
0.000138988	0.501000
0.000139934	0.505000
0.000140407	0.509000
0.000140879	0.510000
0.000142298	0.513000
0.00014277	0.514000
0.000143243	0.516000
0.000144189	0.517000
0.000145134	0.518000
0.000145607	0.522000
0.00014608	0.526000
0.000146552	0.527000
0.000147025	0.528000
0.000147498	0.532000
0.000148443	0.533000
0.000148916	0.534000
0.000149389	0.535000
0.000150334	0.537000
0.000150807	0.539000
0.000152225	0.540000
0.000153171	0.541000
0.000154116	0.546000
0.000155062	0.551000
0.000159317	0.552000
0.000159789	0.553000
0.000160262	0.556000
0.000162153	0.557000
0.000162626	0.560000
0.000164517	0.561000
0.000165462	0.562000
0.000165935	0.565000
0.000169244	0.568000
0.000172081	0.571000
0.000173026	0.573000
0.000174444	0.577000
0.000176335	0.580000
0.000178226	0.581000
0.000179172	0.582000
0.000179645	0.585000
0.000180117	0.586000
0.000181063	0.589000
0.000182008	0.594000
0.000183899	0.595000
0.000188154	0.596000
0.000190045	0.597000
0.000190991	0.600000
0.000191463	0.603000
0.000191936	0.604000
0.000192409	0.606000
0.000192882	0.607000
0.000193354	0.608000
0.000193827	0.609000
0.0001943	0.611000
0.000196191	0.613000
0.000196664	0.614000
0.000199027	0.617000
0.000199973	0.618000
0.000200918	0.620000
0.000201391	0.621000
0.000201864	0.622000
0.000203755	0.623000
0.000204228	0.625000
0.0002047	0.628000
0.000206119	0.629000
0.000206591	0.630000
0.000207537	0.631000
0.000211319	0.633000
0.000212264	0.634000
0.000212737	0.635000
0.000215101	0.636000
0.000215574	0.639000
0.000217937	0.642000
0.000219828	0.647000
0.000220301	0.650000
0.000220774	0.653000
0.000221719	0.654000
0.000222665	0.656000
0.000224083	0.657000
0.000225029	0.658000
0.000227865	0.662000
0.000229283	0.663000
0.000229756	0.667000
0.000230229	0.669000
0.000230702	0.672000
0.000231174	0.675000
0.000231647	0.676000
0.00023212	0.678000
0.000234011	0.679000
0.000235429	0.680000
0.000238266	0.681000
0.000238738	0.683000
0.000239211	0.689000
0.000239684	0.690000
0.000243939	0.691000
0.000244884	0.692000
0.000245357	0.697000
0.00024583	0.698000
0.000247721	0.703000
0.000248193	0.704000
0.000248666	0.705000
0.000250084	0.707000
0.000252448	0.708000
0.000253866	0.709000
0.000254812	0.710000
0.000257648	0.711000
0.000259539	0.712000
0.000263794	0.714000
0.000265212	0.718000
0.000265685	0.720000
0.000267103	0.724000
0.000268994	0.725000
0.000273722	0.730000
0.000274667	0.731000
0.00027514	0.733000
0.000275613	0.737000
0.000278922	0.741000
0.000279395	0.742000
0.000279868	0.743000
0.00028034	0.745000
0.000283177	0.746000
0.00028365	0.747000
0.000287904	0.748000
0.00028885	0.751000
0.000291686	0.752000
0.000292159	0.753000
0.00029405	0.754000
0.00029925	0.755000
0.000302087	0.757000
0.00030256	0.758000
0.000303978	0.759000
0.000304923	0.760000
0.000305396	0.762000
0.000305869	0.763000
0.000306814	0.764000
0.000309651	0.765000
0.000310124	0.768000
0.000312015	0.769000
0.00031296	0.770000
0.000314851	0.771000
0.000316269	0.772000
0.000318633	0.773000
0.000319579	0.774000
0.000320524	0.775000
0.000321942	0.776000
0.000324779	0.777000
0.000325252	0.778000
0.000327615	0.779000
0.000330925	0.780000
0.000332816	0.782000
0.000334234	0.783000
0.000334707	0.784000
0.000338016	0.786000
0.000338489	0.787000
0.000342271	0.788000
0.000342743	0.789000
0.000347943	0.790000
0.000348416	0.794000
0.000349362	0.796000
0.000349834	0.797000
0.000351253	0.798000
0.000352671	0.799000
0.000353144	0.800000
0.000354562	0.801000
0.000355507	0.802000
0.000356453	0.803000
0.000359289	0.805000
0.000361653	0.807000
0.000362599	0.808000
0.00036449	0.812000
0.000367326	0.814000
0.000368744	0.817000
0.000370163	0.818000
0.000372999	0.819000
0.000374417	0.820000
0.00037489	0.822000
0.000376781	0.823000
0.000378199	0.824000
0.000379618	0.825000
0.00038009	0.827000
0.000380563	0.828000
0.0003834	0.829000
0.000384345	0.830000
0.000384818	0.831000
0.000390491	0.832000
0.000391436	0.833000
0.000392855	0.834000
0.000393327	0.836000
0.000394273	0.837000
0.000397582	0.840000
0.000400419	0.841000
0.00040231	0.842000
0.000402782	0.843000
0.000403255	0.844000
0.000406564	0.846000
0.000407037	0.847000
0.000407983	0.848000
0.000415074	0.850000
0.000415547	0.851000
0.000417438	0.852000
0.000423583	0.854000
0.000425002	0.855000
0.000426893	0.856000
0.000427838	0.857000
0.000429729	0.858000
0.000432093	0.859000
0.000437293	0.860000
0.000442021	0.861000
0.00044533	0.863000
0.000445803	0.864000
0.00045053	0.865000
0.000451476	0.866000
0.000459512	0.867000
0.000462822	0.868000
0.000463767	0.869000
0.000467076	0.870000
0.000473222	0.871000
0.000475113	0.872000
0.000479368	0.873000
0.000482204	0.876000
0.000482677	0.877000
0.00048315	0.878000
0.00049686	0.879000
0.000501114	0.881000
0.000503005	0.882000
0.000509151	0.883000
0.000511988	0.884000
0.000512933	0.885000
0.000513406	0.886000
0.000514351	0.887000
0.000517188	0.888000
0.00052097	0.889000
0.000522388	0.890000
0.000525224	0.891000
0.00053657	0.892000
0.000541771	0.893000
0.000543662	0.894000
0.000544134	0.895000
0.00054508	0.899000
0.000553589	0.900000
0.000554062	0.901000
0.000557371	0.902000
0.000572027	0.903000
0.00057439	0.905000
0.000579118	0.906000
0.000581954	0.907000
0.0005829	0.908000
0.000592355	0.909000
0.0005933	0.910000
0.000595191	0.911000
0.000602755	0.912000
0.000605592	0.913000
0.000611265	0.914000
0.000613156	0.915000
0.000615047	0.916000
0.00061552	0.917000
0.000618356	0.918000
0.000618829	0.919000
0.000621665	0.920000
0.000622611	0.921000
0.000627811	0.922000
0.000633011	0.923000
0.000636793	0.924000
0.000645303	0.926000
0.000646248	0.927000
0.000649558	0.928000
0.000652867	0.930000
0.000656176	0.932000
0.000657122	0.933000
0.000659485	0.934000
0.000679341	0.935000
0.000681232	0.936000
0.000684541	0.937000
0.000702505	0.938000
0.000705815	0.939000
0.00072567	0.940000
0.000726143	0.941000
0.000730398	0.942000
0.000735598	0.943000
0.000737016	0.944000
0.000737489	0.945000
0.000765381	0.946000
0.000772472	0.947000
0.000775309	0.948000
0.000780509	0.949000
0.0007876	0.950000
0.000797055	0.951000
0.00080131	0.952000
0.000804619	0.953000
0.000807929	0.954000
0.000812183	0.955000
0.000830148	0.956000
0.000840548	0.957000
0.000843385	0.958000
0.000864658	0.959000
0.000868913	0.960000
0.000876477	0.961000
0.000969136	0.962000
0.000974336	0.963000
0.0009819	0.964000
0.000983319	0.965000
0.000986628	0.966000
0.000988519	0.967000
0.001	0.968000
	ROC_12_100
0	0
2.36375e-07	0.001000
4.72749e-07	0.003000
9.45499e-07	0.016000
1.41825e-06	0.017000
1.891e-06	0.021000
2.36375e-06	0.031000
3.78199e-06	0.036000
4.25474e-06	0.040000
5.20024e-06	0.045000
5.67299e-06	0.056000
6.14574e-06	0.058000
6.61849e-06	0.062000
7.09124e-06	0.065000
7.56399e-06	0.079000
8.03674e-06	0.082000
8.98224e-06	0.086000
9.45499e-06	0.093000
1.04005e-05	0.097000
1.18187e-05	0.099000
1.22915e-05	0.102000
1.27642e-05	0.104000
1.3237e-05	0.105000
1.37097e-05	0.106000
1.41825e-05	0.109000
1.46552e-05	0.114000
1.5128e-05	0.115000
1.60735e-05	0.116000
1.7019e-05	0.117000
1.74917e-05	0.121000
1.79645e-05	0.124000
1.93827e-05	0.125000
2.03282e-05	0.126000
2.0801e-05	0.129000
2.12737e-05	0.130000
2.17465e-05	0.131000
2.22192e-05	0.136000
2.36375e-05	0.141000
2.41102e-05	0.144000
2.4583e-05	0.146000
2.50557e-05	0.147000
2.55285e-05	0.148000
2.60012e-05	0.152000
2.69467e-05	0.154000
2.74195e-05	0.161000
2.78922e-05	0.163000
2.8365e-05	0.166000
2.88377e-05	0.169000
2.93105e-05	0.170000
2.97832e-05	0.171000
3.0256e-05	0.176000
3.07287e-05	0.186000
3.12015e-05	0.189000
3.16742e-05	0.191000
3.26197e-05	0.195000
3.35652e-05	0.196000
3.4038e-05	0.199000
3.45107e-05	0.200000
3.59289e-05	0.202000
3.68744e-05	0.204000
3.73472e-05	0.206000
3.82927e-05	0.215000
3.87654e-05	0.217000
3.97109e-05	0.220000
4.01837e-05	0.222000
4.06564e-05	0.232000
4.16019e-05	0.238000
4.30202e-05	0.240000
4.34929e-05	0.248000
4.39657e-05	0.249000
4.44384e-05	0.250000
4.77477e-05	0.254000
4.86932e-05	0.258000
4.91659e-05	0.260000
5.01114e-05	0.269000
5.10569e-05	0.271000
5.24752e-05	0.273000
5.34207e-05	0.275000
5.38934e-05	0.278000
5.48389e-05	0.279000
5.53117e-05	0.281000
5.62572e-05	0.285000
5.67299e-05	0.286000
5.81482e-05	0.288000
5.86209e-05	0.289000
5.90937e-05	0.290000
5.95664e-05	0.292000
6.05119e-05	0.293000
6.09847e-05	0.295000
6.14574e-05	0.296000
6.19302e-05	0.297000
6.24029e-05	0.301000
6.33484e-05	0.302000
6.38212e-05	0.304000
6.66577e-05	0.305000
6.71304e-05	0.306000
6.80759e-05	0.307000
6.90214e-05	0.308000
7.04396e-05	0.310000
7.09124e-05	0.311000
7.13851e-05	0.313000
7.18579e-05	0.314000
7.23306e-05	0.315000
7.32761e-05	0.318000
7.37489e-05	0.321000
7.46944e-05	0.327000
7.51671e-05	0.328000
7.61126e-05	0.329000
7.65854e-05	0.332000
7.75309e-05	0.333000
7.84764e-05	0.338000
7.89491e-05	0.340000
7.94219e-05	0.348000
8.08401e-05	0.349000
8.32039e-05	0.352000
8.55676e-05	0.355000
8.65131e-05	0.360000
8.69859e-05	0.362000
8.79314e-05	0.365000
8.84041e-05	0.367000
8.88769e-05	0.368000
9.02951e-05	0.370000
9.12406e-05	0.371000
9.17134e-05	0.373000
9.31316e-05	0.376000
9.36044e-05	0.378000
9.45499e-05	0.379000
9.50226e-05	0.384000
9.59681e-05	0.389000
9.69136e-05	0.391000
9.78591e-05	0.392000
9.83319e-05	0.393000
9.88046e-05	0.394000
9.97501e-05	0.395000
0.000100696	0.396000
0.000101641	0.397000
0.000102587	0.401000
0.000104005	0.404000
0.000104478	0.405000
0.000105423	0.410000
0.000105896	0.418000
0.000106369	0.422000
0.000107787	0.423000
0.00010826	0.426000
0.000110151	0.427000
0.000111569	0.428000
0.000112987	0.430000
0.00011346	0.432000
0.000114878	0.433000
0.000115351	0.434000
0.000116296	0.435000
0.000117715	0.438000
0.000118187	0.440000
0.000119606	0.444000
0.000120078	0.445000
0.000120551	0.450000
0.000121024	0.451000
0.000121497	0.453000
0.000123388	0.456000
0.000124333	0.460000
0.000126224	0.464000
0.000126697	0.471000
0.000128588	0.472000
0.000129061	0.473000
0.000130006	0.479000
0.000130952	0.483000
0.000131424	0.489000
0.000134261	0.490000
0.000134734	0.491000
0.000135206	0.492000
0.000135679	0.497000
0.000136152	0.498000
0.000136625	0.502000
0.000137097	0.506000
0.00013757	0.512000
0.000138043	0.513000
0.000138988	0.516000
0.000139934	0.517000
0.000140407	0.519000
0.000141352	0.522000
0.000141825	0.523000
0.00014277	0.525000
0.000143716	0.526000
0.000144189	0.530000
0.000145134	0.531000
0.00014608	0.533000
0.000146552	0.534000
0.000148443	0.536000
0.000149862	0.538000
0.000150334	0.540000
0.000150807	0.542000
0.000151753	0.545000
0.000152225	0.546000
0.000153171	0.547000
0.000154116	0.550000
0.000154589	0.551000
0.000155062	0.552000
0.00015648	0.554000
0.000157426	0.557000
0.000158371	0.558000
0.000158844	0.561000
0.00016168	0.562000
0.000162626	0.563000
0.00016499	0.565000
0.000165462	0.566000
0.000166408	0.568000
0.000166881	0.569000
0.000167826	0.571000
0.000169244	0.572000
0.000169717	0.574000
0.00017019	0.575000
0.000170663	0.581000
0.000173972	0.584000
0.000176808	0.585000
0.000177281	0.587000
0.000177754	0.589000
0.000178226	0.590000
0.000179172	0.591000
0.000180117	0.593000
0.000181063	0.595000
0.000182008	0.597000
0.000182481	0.602000
0.000182954	0.603000
0.000183427	0.605000
0.000184845	0.607000
0.000186263	0.608000
0.000187209	0.610000
0.000187681	0.612000
0.000188154	0.614000
0.0001891	0.621000
0.000189572	0.623000
0.000190991	0.630000
0.000191463	0.632000
0.000191936	0.634000
0.0001943	0.636000
0.000195718	0.637000
0.000196191	0.638000
0.000196664	0.640000
0.000197136	0.641000
0.000197609	0.642000
0.000198082	0.643000
0.0001995	0.644000
0.000201391	0.648000
0.000201864	0.651000
0.000202337	0.652000
0.000202809	0.653000
0.000203755	0.654000
0.000207064	0.655000
0.00020801	0.656000
0.000208955	0.659000
0.000209428	0.661000
0.000210373	0.664000
0.000212737	0.665000
0.000214155	0.666000
0.000214628	0.668000
0.000215574	0.670000
0.000216992	0.671000
0.000217465	0.672000
0.00021841	0.673000
0.000219356	0.674000
0.000220301	0.678000
0.000222192	0.679000
0.000225029	0.681000
0.000225974	0.682000
0.000227865	0.684000
0.000229756	0.685000
0.000230229	0.686000
0.000233065	0.689000
0.000233538	0.690000
0.000234011	0.692000
0.000234484	0.693000
0.000235902	0.694000
0.000236375	0.696000
0.000236847	0.699000
0.000237793	0.700000
0.000240157	0.701000
0.000240629	0.703000
0.000242048	0.707000
0.000243939	0.708000
0.000244411	0.712000
0.00024583	0.714000
0.000246302	0.715000
0.000246775	0.716000
0.000247248	0.717000
0.000249612	0.722000
0.000250557	0.724000
0.000252448	0.728000
0.000254339	0.730000
0.000254812	0.732000
0.000255757	0.734000
0.00025623	0.735000
0.000257176	0.736000
0.000259067	0.737000
0.000260485	0.738000
0.000260958	0.739000
0.000261903	0.742000
0.000262849	0.743000
0.000263321	0.744000
0.000266631	0.745000
0.000268522	0.746000
0.00026994	0.748000
0.000272304	0.749000
0.000273722	0.750000
0.000275613	0.751000
0.000276086	0.752000
0.000277977	0.756000
0.000279395	0.757000
0.000281759	0.758000
0.000285541	0.759000
0.000286013	0.760000
0.000286959	0.761000
0.000287904	0.762000
0.000290268	0.763000
0.000291686	0.764000
0.000292632	0.767000
0.000294996	0.768000
0.000295468	0.770000
0.000296887	0.773000
0.000298305	0.774000
0.000299723	0.775000
0.000301614	0.779000
0.000303978	0.780000
0.000308233	0.782000
0.000309651	0.783000
0.000310124	0.786000
0.000315324	0.787000
0.000316269	0.789000
0.000319106	0.790000
0.000320524	0.791000
0.000324306	0.793000
0.000325252	0.794000
0.000334234	0.795000
0.000335179	0.796000
0.00033707	0.797000
0.000338016	0.798000
0.000339434	0.800000
0.000339907	0.804000
0.000340852	0.805000
0.000342743	0.806000
0.000346998	0.807000
0.000347943	0.808000
0.000352671	0.809000
0.000354089	0.810000
0.000356926	0.811000
0.000359289	0.812000
0.000362126	0.813000
0.000363071	0.814000
0.000366853	0.815000
0.000370163	0.816000
0.000370635	0.818000
0.000371108	0.819000
0.00037489	0.821000
0.000378199	0.823000
0.000379618	0.825000
0.000388127	0.828000
0.0003886	0.829000
0.000389545	0.830000
0.000392382	0.831000
0.000392855	0.832000
0.0003938	0.833000
0.000394273	0.834000
0.000396164	0.835000
0.000397109	0.837000
0.00040231	0.838000
0.000402782	0.839000
0.000403255	0.840000
0.000403728	0.841000
0.000405146	0.842000
0.000405619	0.844000
0.000406564	0.845000
0.000409401	0.847000
0.000409874	0.848000
0.000411765	0.851000
0.00041271	0.852000
0.000413183	0.853000
0.000414601	0.855000
0.000420747	0.857000
0.00042122	0.859000
0.000427838	0.860000
0.000430675	0.861000
0.000434929	0.862000
0.000437766	0.863000
0.000441075	0.864000
0.000445803	0.866000
0.00045053	0.868000
0.000451003	0.869000
0.000453839	0.870000
0.000461403	0.871000
0.000462349	0.872000
0.00046944	0.873000
0.000469913	0.874000
0.000470386	0.875000
0.000471331	0.876000
0.000473695	0.878000
0.000476059	0.879000
0.000477004	0.880000
0.000478895	0.882000
0.000482677	0.883000
0.000485986	0.884000
0.000486459	0.887000
0.000487877	0.888000
0.000491187	0.889000
0.000491659	0.890000
0.000492132	0.891000
0.000492605	0.892000
0.000493078	0.893000
0.000496387	0.894000
0.000497332	0.895000
0.000498278	0.896000
0.000500642	0.897000
0.00050206	0.898000
0.000502533	0.901000
0.000510097	0.902000
0.000514824	0.904000
0.000516242	0.906000
0.000518133	0.907000
0.000520024	0.908000
0.000521442	0.910000
0.00052617	0.912000
0.000529952	0.913000
0.000530425	0.914000
0.000535152	0.915000
0.000536098	0.916000
0.000547916	0.917000
0.000551698	0.918000
0.000552644	0.919000
0.000555008	0.920000
0.000556426	0.921000
0.000570136	0.922000
0.000573445	0.923000
0.000576281	0.924000
0.000577227	0.925000
0.000581009	0.926000
0.000594246	0.927000
0.000597082	0.928000
0.000600392	0.929000
0.000604174	0.930000
0.000605119	0.931000
0.000611265	0.932000
0.000618356	0.933000
0.000622138	0.934000
0.000632066	0.935000
0.000633011	0.937000
0.000637266	0.938000
0.000643885	0.939000
0.000657122	0.940000
0.000661376	0.941000
0.000664213	0.942000
0.000667522	0.943000
0.000671777	0.944000
0.00067225	0.945000
0.000700614	0.946000
0.000716688	0.947000
0.00072047	0.948000
0.000720943	0.949000
0.000727561	0.950000
0.000742216	0.951000
0.000745998	0.952000
0.000756399	0.953000
0.00076869	0.954000
0.000770581	0.955000
0.000782873	0.956000
0.000784764	0.957000
0.000797055	0.958000
0.000829202	0.959000
0.000832512	0.960000
0.000858985	0.961000
0.000876004	0.962000
0.000885459	0.963000
0.000893496	0.964000
0.000919497	0.965000
0.000934153	0.966000
0.000956372	0.967000
0.000971027	0.968000
0.0009715	0.969000
0.001	0.970000
	ROC_16_40
0	0
2.40906e-07	0.002000
9.63622e-07	0.003000
1.44543e-06	0.004000
1.92724e-06	0.005000
3.85449e-06	0.006000
4.3363e-06	0.008000
4.81811e-06	0.014000
5.78173e-06	0.017000
6.26354e-06	0.018000
7.70898e-06	0.020000
8.19079e-06	0.021000
1.05998e-05	0.022000
1.34907e-05	0.024000
1.44543e-05	0.028000
1.58998e-05	0.029000
1.63816e-05	0.032000
1.83088e-05	0.034000
1.92724e-05	0.036000
2.07179e-05	0.038000
2.21633e-05	0.039000
2.26451e-05	0.040000
2.36087e-05	0.041000
2.40906e-05	0.042000
2.50542e-05	0.045000
2.5536e-05	0.049000
2.74632e-05	0.051000
2.7945e-05	0.053000
2.89087e-05	0.054000
2.93905e-05	0.058000
2.98723e-05	0.061000
3.03541e-05	0.062000
3.22813e-05	0.064000
3.37268e-05	0.065000
3.42086e-05	0.066000
3.51722e-05	0.068000
3.75813e-05	0.070000
3.85449e-05	0.072000
3.90267e-05	0.073000
3.95085e-05	0.077000
3.99903e-05	0.080000
4.09539e-05	0.083000
4.14358e-05	0.085000
4.19176e-05	0.089000
4.23994e-05	0.090000
4.3363e-05	0.092000
4.57721e-05	0.093000
4.76993e-05	0.095000
4.81811e-05	0.097000
4.86629e-05	0.098000
4.91447e-05	0.100000
4.96265e-05	0.103000
5.01084e-05	0.104000
5.1072e-05	0.106000
5.20356e-05	0.107000
5.3481e-05	0.108000
5.39628e-05	0.109000
5.63719e-05	0.111000
5.73355e-05	0.112000
5.82991e-05	0.114000
5.8781e-05	0.116000
6.119e-05	0.118000
6.21536e-05	0.120000
6.31173e-05	0.122000
6.35991e-05	0.123000
6.40809e-05	0.126000
6.45627e-05	0.127000
6.60081e-05	0.128000
6.64899e-05	0.129000
6.74536e-05	0.131000
6.79354e-05	0.133000
6.8899e-05	0.134000
6.93808e-05	0.135000
6.98626e-05	0.137000
7.08262e-05	0.139000
7.1308e-05	0.140000
7.17899e-05	0.141000
7.22717e-05	0.142000
7.32353e-05	0.143000
7.41989e-05	0.144000
7.46807e-05	0.146000
7.61262e-05	0.149000
7.6608e-05	0.150000
7.94988e-05	0.154000
7.99807e-05	0.155000
8.04625e-05	0.158000
8.14261e-05	0.159000
8.23897e-05	0.160000
8.28715e-05	0.162000
8.33533e-05	0.164000
8.38351e-05	0.165000
8.4317e-05	0.166000
8.62442e-05	0.167000
8.76896e-05	0.168000
8.81714e-05	0.169000
8.91351e-05	0.170000
9.10623e-05	0.171000
9.15441e-05	0.172000
9.20259e-05	0.173000
9.25077e-05	0.174000
9.29896e-05	0.175000
9.34714e-05	0.176000
9.39532e-05	0.177000
9.4435e-05	0.178000
9.49168e-05	0.179000
9.78077e-05	0.180000
9.87713e-05	0.181000
0.00010118	0.182000
0.000102626	0.186000
0.00010648	0.187000
0.000106962	0.188000
0.000108408	0.189000
0.000108889	0.192000
0.000109371	0.194000
0.000109853	0.195000
0.000112262	0.196000
0.000112744	0.197000
0.000113226	0.198000
0.000114189	0.200000
0.000115635	0.201000
0.000117562	0.204000
0.000118044	0.206000
0.000118526	0.207000
0.000120453	0.208000
0.00012238	0.210000
0.000122862	0.211000
0.000123344	0.212000
0.000123825	0.213000
0.000125271	0.214000
0.000125753	0.215000
0.000126716	0.216000
0.000127198	0.220000
0.000128644	0.222000
0.000129125	0.224000
0.000129607	0.228000
0.000132016	0.229000
0.00013298	0.230000
0.000133462	0.231000
0.000133943	0.235000
0.000134907	0.236000
0.000135871	0.237000
0.000136834	0.239000
0.000137316	0.240000
0.000137798	0.242000
0.00013828	0.243000
0.000138762	0.245000
0.000140207	0.246000
0.000140689	0.247000
0.000141171	0.249000
0.000141652	0.251000
0.000142616	0.252000
0.00014358	0.255000
0.000146952	0.257000
0.000147434	0.259000
0.000151289	0.260000
0.000153698	0.262000
0.00015418	0.263000
0.00015707	0.264000
0.000160925	0.267000
0.00016237	0.268000
0.000163334	0.269000
0.000163816	0.270000
0.000164298	0.271000
0.000164779	0.272000
0.000168152	0.273000
0.000169116	0.274000
0.000169598	0.277000
0.000171525	0.280000
0.000172007	0.281000
0.000173452	0.283000
0.000174416	0.284000
0.000175379	0.285000
0.000175861	0.291000
0.000179234	0.292000
0.000180197	0.293000
0.000184052	0.295000
0.000185979	0.296000
0.000187906	0.298000
0.000189352	0.299000
0.000189834	0.300000
0.000190797	0.302000
0.000193206	0.303000
0.000194652	0.304000
0.000197061	0.305000
0.000197543	0.306000
0.000198024	0.307000
0.000198506	0.308000
0.000202361	0.309000
0.000202842	0.310000
0.000204288	0.311000
0.000206215	0.312000
0.000207179	0.314000
0.000208142	0.316000
0.000208624	0.317000
0.000209106	0.318000
0.00021007	0.320000
0.000210551	0.321000
0.000211997	0.322000
0.000214406	0.324000
0.000214888	0.326000
0.000216333	0.327000
0.000217779	0.328000
0.000219224	0.329000
0.000220188	0.332000
0.000222115	0.334000
0.00022356	0.336000
0.000224524	0.338000
0.000225488	0.339000
0.000226451	0.341000
0.000226933	0.343000
0.00022886	0.344000
0.000229824	0.345000
0.000230306	0.347000
0.000233678	0.348000
0.000234642	0.349000
0.000235606	0.350000
0.000236087	0.351000
0.000238015	0.352000
0.000238497	0.354000
0.000238978	0.355000
0.00023946	0.356000
0.000239942	0.357000
0.000241869	0.358000
0.000243315	0.359000
0.00024476	0.361000
0.000246687	0.362000
0.000247651	0.363000
0.000248133	0.364000
0.000248615	0.365000
0.000249096	0.368000
0.00025006	0.369000
0.000250542	0.370000
0.000251024	0.371000
0.000251505	0.372000
0.00025536	0.373000
0.000255842	0.374000
0.000256324	0.375000
0.000258733	0.378000
0.000259696	0.379000
0.000260178	0.381000
0.000261623	0.382000
0.000263069	0.383000
0.000264033	0.384000
0.00026596	0.385000
0.000266442	0.387000
0.000267887	0.388000
0.000268369	0.389000
0.000269814	0.390000
0.000271741	0.391000
0.000272223	0.392000
0.000272705	0.393000
0.000273669	0.394000
0.000274151	0.395000
0.000277523	0.397000
0.000278969	0.398000
0.000280414	0.400000
0.000282823	0.401000
0.000283305	0.404000
0.000288123	0.405000
0.000289087	0.407000
0.000291014	0.410000
0.000291978	0.411000
0.000292459	0.413000
0.000293423	0.415000
0.000293905	0.417000
0.000298723	0.418000
0.000299205	0.419000
0.000300168	0.420000
0.000301132	0.421000
0.000304505	0.422000
0.000305468	0.423000
0.00030595	0.424000
0.000306914	0.425000
0.000307396	0.426000
0.000307877	0.428000
0.000308359	0.429000
0.000310286	0.430000
0.000310768	0.431000
0.000311732	0.433000
0.000314141	0.434000
0.000314623	0.435000
0.000317514	0.437000
0.000318959	0.441000
0.000320886	0.442000
0.00032185	0.443000
0.000328113	0.444000
0.000331004	0.445000
0.000331968	0.446000
0.00033245	0.447000
0.000332932	0.448000
0.000335822	0.449000
0.000336304	0.450000
0.000338231	0.451000
0.000338713	0.452000
0.000339677	0.454000
0.00034064	0.455000
0.000342086	0.458000
0.000342568	0.459000
0.00034305	0.461000
0.000344495	0.462000
0.000346904	0.463000
0.000352204	0.464000
0.000352686	0.465000
0.000357504	0.466000
0.00036184	0.467000
0.000365213	0.468000
0.000365695	0.469000
0.000366658	0.470000
0.000367622	0.471000
0.000373404	0.474000
0.000375813	0.477000
0.00037774	0.480000
0.000379185	0.481000
0.000383522	0.482000
0.000384003	0.483000
0.000384967	0.484000
0.000386413	0.485000
0.000391712	0.486000
0.000392676	0.488000
0.000395085	0.489000
0.000396531	0.490000
0.000397494	0.491000
0.000397976	0.492000
0.000399903	0.493000
0.000400385	0.494000
0.000400867	0.495000
0.000402312	0.496000
0.000403276	0.498000
0.00040713	0.500000
0.000407612	0.501000
0.000408094	0.502000
0.000408576	0.503000
0.000409058	0.504000
0.000410021	0.506000
0.000410985	0.507000
0.000411467	0.508000
0.00041243	0.509000
0.000413394	0.510000
0.000414839	0.512000
0.000420139	0.513000
0.000421585	0.514000
0.000425439	0.515000
0.000425921	0.516000
0.000428812	0.517000
0.000429776	0.518000
0.000430257	0.520000
0.000431703	0.522000
0.000432185	0.523000
0.000432666	0.524000
0.000433148	0.525000
0.000434112	0.526000
0.000434594	0.528000
0.000435557	0.529000
0.000437003	0.531000
0.000437966	0.533000
0.000438448	0.534000
0.000439894	0.535000
0.000442303	0.536000
0.000445675	0.537000
0.000447121	0.539000
0.000448566	0.542000
0.000450012	0.543000
0.000450975	0.545000
0.000451939	0.547000
