	PRC_12_25
0.233000	0.927818
0.234000	0.928104
0.235000	0.928388
0.237000	0.928950
0.239000	0.928048
0.240000	0.928327
0.241000	0.928603
0.244000	0.929419
0.246000	0.927833
0.248000	0.927674
0.249000	0.927943
0.250000	0.927517
0.251000	0.926406
0.253000	0.926945
0.258000	0.928259
0.259000	0.928517
0.261000	0.929025
0.262000	0.929277
0.264000	0.929775
0.266000	0.929612
0.268000	0.930100
0.269000	0.930342
0.272000	0.930416
0.273000	0.930015
0.274000	0.929616
0.275000	0.929854
0.277000	0.930326
0.278000	0.929932
0.280000	0.930398
0.281000	0.930628
0.285000	0.930922
0.287000	0.931371
0.290000	0.930827
0.291000	0.930449
0.292000	0.930671
0.293000	0.930891
0.294000	0.931110
0.295000	0.930144
0.299000	0.931014
0.300000	0.929485
0.301000	0.928548
0.302000	0.928767
0.303000	0.928986
0.305000	0.929419
0.307000	0.929846
0.308000	0.929493
0.309000	0.929705
0.310000	0.929916
0.311000	0.930125
0.312000	0.929775
0.316000	0.930603
0.317000	0.930806
0.318000	0.931009
0.320000	0.930865
0.324000	0.930044
0.326000	0.930443
0.327000	0.930641
0.328000	0.930838
0.329000	0.931034
0.330000	0.930700
0.332000	0.930563
0.334000	0.930950
0.335000	0.930621
0.337000	0.931004
0.338000	0.931194
0.339000	0.931383
0.340000	0.931057
0.341000	0.930734
0.342000	0.930922
0.343000	0.930601
0.346000	0.929649
0.351000	0.930582
0.352000	0.930766
0.353000	0.930454
0.355000	0.928857
0.356000	0.929042
0.357000	0.929227
0.358000	0.929411
0.359000	0.929593
0.360000	0.929775
0.361000	0.929474
0.362000	0.929174
0.363000	0.928877
0.364000	0.927152
0.365000	0.927337
0.366000	0.927521
0.369000	0.927598
0.371000	0.927960
0.374000	0.928497
0.376000	0.928388
0.377000	0.927185
0.381000	0.925171
0.383000	0.925533
0.385000	0.925891
0.386000	0.926069
0.389000	0.926597
0.390000	0.926328
0.392000	0.925795
0.394000	0.926144
0.395000	0.926317
0.397000	0.925790
0.398000	0.925529
0.400000	0.925874
0.401000	0.923897
0.402000	0.924072
0.403000	0.924246
0.404000	0.924419
0.405000	0.924592
0.414000	0.924028
0.415000	0.923369
0.417000	0.923709
0.419000	0.923635
0.421000	0.923970
0.427000	0.922945
0.428000	0.922310
0.429000	0.922477
0.430000	0.920654
0.431000	0.919636
0.432000	0.919807
0.433000	0.919584
0.434000	0.919754
0.436000	0.917753
0.437000	0.917925
0.438000	0.918097
0.439000	0.918269
0.440000	0.917282
0.442000	0.916859
0.444000	0.917203
0.445000	0.917373
0.449000	0.916539
0.450000	0.916709
0.451000	0.916128
0.452000	0.916299
0.453000	0.916095
0.454000	0.916264
0.455000	0.915319
0.456000	0.915489
0.457000	0.915658
0.458000	0.914721
0.459000	0.914891
0.460000	0.915061
0.461000	0.915229
0.462000	0.915397
0.464000	0.915731
0.465000	0.915897
0.466000	0.916063
0.467000	0.916227
0.468000	0.916030
0.470000	0.916357
0.471000	0.916520
0.474000	0.916291
0.475000	0.916452
0.476000	0.916613
0.477000	0.916773
0.478000	0.916933
0.479000	0.917092
0.480000	0.917250
0.481000	0.917408
0.482000	0.916511
0.485000	0.915938
0.486000	0.916097
0.487000	0.916255
0.488000	0.915719
0.489000	0.915877
0.490000	0.916034
0.491000	0.915847
0.492000	0.916004
0.493000	0.916160
0.494000	0.915631
0.495000	0.915787
0.496000	0.915943
0.497000	0.914062
0.498000	0.914219
0.499000	0.914376
0.500000	0.914533
0.501000	0.914353
0.502000	0.914509
0.503000	0.912659
0.505000	0.912310
0.506000	0.912468
0.507000	0.912626
0.508000	0.912453
0.509000	0.912610
0.510000	0.912766
0.511000	0.912265
0.514000	0.912733
0.515000	0.912562
0.517000	0.912870
0.519000	0.912854
0.520000	0.913007
0.521000	0.912837
0.523000	0.913141
0.524000	0.913293
0.525000	0.911527
0.526000	0.911680
0.527000	0.911833
0.528000	0.911668
0.529000	0.911504
0.530000	0.911656
0.531000	0.911808
0.532000	0.911959
0.533000	0.911795
0.534000	0.911319
0.535000	0.911470
0.536000	0.911621
0.537000	0.911148
0.538000	0.911298
0.539000	0.911448
0.540000	0.911598
0.541000	0.911747
0.542000	0.910969
0.543000	0.910811
0.544000	0.910653
0.546000	0.910951
0.547000	0.911099
0.548000	0.910942
0.549000	0.911090
0.550000	0.911237
0.551000	0.910777
0.552000	0.910924
0.553000	0.910165
0.554000	0.909711
0.555000	0.909558
0.556000	0.909407
0.557000	0.909554
0.558000	0.909702
0.559000	0.909849
0.560000	0.909103
0.561000	0.909250
0.563000	0.908952
0.565000	0.909245
0.566000	0.909391
0.567000	0.909536
0.568000	0.908509
0.569000	0.908655
0.570000	0.908509
0.571000	0.908654
0.574000	0.908798
0.577000	0.908941
0.578000	0.909084
0.579000	0.909227
0.580000	0.909369
0.581000	0.909511
0.583000	0.909794
0.584000	0.909934
0.585000	0.909789
0.586000	0.909929
0.587000	0.910069
0.588000	0.910208
0.589000	0.910347
0.590000	0.909637
0.591000	0.909776
0.594000	0.910191
0.596000	0.910465
0.597000	0.910043
0.598000	0.908787
0.599000	0.908925
0.600000	0.908232
0.601000	0.908370
0.602000	0.907957
0.604000	0.907135
0.605000	0.907274
0.606000	0.907413
0.607000	0.907551
0.608000	0.907689
0.609000	0.907554
0.611000	0.907286
0.612000	0.907423
0.613000	0.907290
0.614000	0.906078
0.615000	0.906217
0.616000	0.906355
0.617000	0.906492
0.620000	0.906369
0.621000	0.906505
0.622000	0.906642
0.624000	0.906913
0.625000	0.907048
0.626000	0.906654
0.627000	0.906525
0.628000	0.905869
0.630000	0.905878
0.631000	0.906013
0.632000	0.905886
0.634000	0.905634
0.635000	0.905248
0.636000	0.904864
0.637000	0.904999
0.638000	0.905134
0.639000	0.905268
0.640000	0.905144
0.641000	0.905021
0.645000	0.905298
0.646000	0.905176
0.647000	0.905053
0.648000	0.905186
0.649000	0.905064
0.650000	0.904182
0.651000	0.903051
0.652000	0.903186
0.655000	0.903586
0.656000	0.903719
0.659000	0.904115
0.661000	0.903880
0.662000	0.903762
0.663000	0.903397
0.664000	0.903281
0.665000	0.903166
0.666000	0.903297
0.667000	0.903182
0.668000	0.903312
0.669000	0.902706
0.670000	0.902593
0.671000	0.902235
0.672000	0.902122
0.675000	0.901786
0.676000	0.901675
0.677000	0.901080
0.678000	0.900007
0.679000	0.900140
0.680000	0.899073
0.681000	0.899207
0.684000	0.899366
0.685000	0.899023
0.690000	0.897795
0.692000	0.898060
0.693000	0.898192
0.694000	0.898324
0.695000	0.898455
0.697000	0.898018
0.699000	0.898047
0.701000	0.896227
0.702000	0.896359
0.703000	0.896031
0.704000	0.896163
0.705000	0.896295
0.706000	0.896427
0.707000	0.896558
0.708000	0.896689
0.711000	0.896853
0.712000	0.896300
0.713000	0.896431
0.714000	0.896561
0.715000	0.896464
0.716000	0.896594
0.717000	0.896046
0.718000	0.895500
0.719000	0.895406
0.720000	0.895536
0.721000	0.895666
0.722000	0.895795
0.724000	0.895830
0.725000	0.895958
0.727000	0.894660
0.728000	0.894789
0.729000	0.894919
0.730000	0.894385
0.732000	0.894203
0.733000	0.893893
0.734000	0.893583
0.737000	0.893971
0.738000	0.893445
0.739000	0.893574
0.740000	0.893702
0.741000	0.893831
0.742000	0.893742
0.743000	0.893220
0.744000	0.893348
0.745000	0.893476
0.746000	0.893604
0.747000	0.893731
0.748000	0.893213
0.749000	0.893126
0.750000	0.893253
0.751000	0.893380
0.753000	0.893206
0.754000	0.893333
0.755000	0.893459
0.757000	0.893498
0.759000	0.893325
0.760000	0.893028
0.762000	0.892646
0.763000	0.892562
0.764000	0.892687
0.765000	0.890928
0.766000	0.891055
0.767000	0.891181
0.769000	0.891017
0.770000	0.890936
0.771000	0.890647
0.772000	0.890773
0.773000	0.888836
0.774000	0.888964
0.776000	0.887988
0.777000	0.888117
0.778000	0.888040
0.782000	0.887939
0.785000	0.888320
0.786000	0.888446
0.787000	0.888572
0.788000	0.888698
0.789000	0.888823
0.791000	0.888872
0.792000	0.888996
0.793000	0.888519
0.794000	0.888043
0.795000	0.887569
0.796000	0.887694
0.797000	0.887024
0.798000	0.887149
0.799000	0.887274
0.800000	0.887399
0.801000	0.887524
0.802000	0.887649
0.803000	0.887773
0.804000	0.887897
0.805000	0.888021
0.806000	0.888144
0.807000	0.888267
0.808000	0.888193
0.809000	0.888316
0.810000	0.888242
0.811000	0.888365
0.812000	0.888487
0.813000	0.888609
0.814000	0.888144
0.815000	0.887682
0.816000	0.887609
0.818000	0.887659
0.819000	0.887007
0.820000	0.886163
0.821000	0.886286
0.822000	0.886409
0.823000	0.886531
0.824000	0.886653
0.825000	0.886775
0.826000	0.886513
0.828000	0.885419
0.830000	0.885664
0.831000	0.885406
0.832000	0.885338
0.833000	0.885460
0.834000	0.884635
0.835000	0.884003
0.836000	0.884126
0.837000	0.884248
0.838000	0.883244
0.839000	0.883179
0.840000	0.883302
0.843000	0.881436
0.844000	0.881375
0.845000	0.880943
0.846000	0.881067
0.847000	0.880637
0.848000	0.880761
0.849000	0.880701
0.850000	0.880824
0.851000	0.880948
0.852000	0.880154
0.853000	0.879364
0.854000	0.879488
0.855000	0.879612
0.856000	0.879736
0.857000	0.879496
0.858000	0.879619
0.859000	0.879743
0.860000	0.878779
0.861000	0.878903
0.862000	0.878485
0.863000	0.878609
0.864000	0.878732
0.866000	0.878619
0.867000	0.878742
0.868000	0.878865
0.869000	0.878808
0.870000	0.876434
0.871000	0.876559
0.872000	0.876683
0.874000	0.875515
0.875000	0.875110
0.876000	0.873828
0.877000	0.873603
0.878000	0.873379
0.879000	0.872806
0.880000	0.872409
0.881000	0.872362
0.882000	0.872314
0.883000	0.872093
0.884000	0.872219
0.886000	0.871952
0.887000	0.872078
0.888000	0.871686
0.889000	0.871812
0.890000	0.871938
0.891000	0.872063
0.892000	0.871159
0.893000	0.870088
0.894000	0.869532
0.895000	0.868130
0.896000	0.868088
0.897000	0.868216
0.898000	0.868343
0.901000	0.868556
0.902000	0.868682
0.903000	0.868808
0.904000	0.868430
0.905000	0.868556
0.907000	0.867804
0.908000	0.867429
0.909000	0.866224
0.910000	0.866351
0.911000	0.866478
0.913000	0.866732
0.914000	0.866858
0.915000	0.866984
0.916000	0.865954
0.917000	0.865752
0.918000	0.865549
0.919000	0.865676
0.920000	0.865310
0.921000	0.862336
0.922000	0.861978
0.923000	0.862106
0.924000	0.861749
0.925000	0.859620
0.926000	0.857985
0.927000	0.858116
0.928000	0.857449
0.929000	0.856784
0.930000	0.855012
0.933000	0.855411
0.934000	0.855070
0.936000	0.855335
0.937000	0.855467
0.938000	0.854343
0.939000	0.854163
0.940000	0.852423
0.941000	0.851935
0.942000	0.850210
0.943000	0.850191
0.944000	0.849709
0.945000	0.849075
0.946000	0.847525
0.947000	0.847661
0.948000	0.846426
0.949000	0.846258
0.951000	0.844111
0.952000	0.844249
0.953000	0.844387
0.954000	0.844374
0.955000	0.844512
0.957000	0.843437
0.958000	0.842678
0.959000	0.842816
0.960000	0.841912
0.961000	0.841902
0.962000	0.840854
0.963000	0.840107
0.964000	0.835261
0.965000	0.835112
0.966000	0.830769
0.967000	0.824352
0.968000	0.823372
0.969000	0.823381
0.970000	0.822827
0.971000	0.817673
0.972000	0.797817
0.973000	0.793396
0.974000	0.790451
0.975000	0.785617
0.976000	0.784264
0.977000	0.784437
0.978000	0.784610
0.979000	0.783644
0.980000	0.783564
0.981000	0.783359
0.982000	0.768345
0.983000	0.762165
0.984000	0.761636
0.985000	0.759690
0.986000	0.756704
0.987000	0.749941
0.988000	0.743649
0.989000	0.736810
0.990000	0.712127
0.991000	0.695518
0.992000	0.690755
0.993000	0.688654
0.994000	0.687814
0.995000	0.681293
0.996000	0.679358
0.997000	0.674667
0.998000	0.674428
0.999000	0.671815
0.999776	0.616203
	PRC_12_28
0	1
0.004000	0.832355
0.005000	0.861232
0.006000	0.881622
0.007000	0.896788
0.008000	0.888193
0.012000	0.922577
0.013000	0.928104
0.014000	0.908509
0.015000	0.914084
0.016000	0.908509
0.017000	0.913425
0.018000	0.908509
0.020000	0.916898
0.021000	0.912484
0.022000	0.916128
0.023000	0.912137
0.025000	0.911846
0.026000	0.908509
0.027000	0.911598
0.029000	0.905651
0.032000	0.913734
0.036000	0.922577
0.037000	0.924511
0.038000	0.917343
0.039000	0.919292
0.041000	0.918760
0.042000	0.916495
0.043000	0.914345
0.044000	0.916128
0.045000	0.917839
0.046000	0.919481
0.048000	0.922577
0.049000	0.917070
0.050000	0.918594
0.051000	0.920062
0.053000	0.922846
0.054000	0.920992
0.055000	0.922317
0.056000	0.923598
0.058000	0.926038
0.060000	0.928327
0.063000	0.928740
0.064000	0.929775
0.065000	0.930781
0.066000	0.929116
0.067000	0.930100
0.069000	0.931989
0.071000	0.931311
0.072000	0.924964
0.073000	0.923556
0.074000	0.922191
0.077000	0.922762
0.078000	0.921479
0.079000	0.922396
0.080000	0.923291
0.081000	0.924167
0.083000	0.925859
0.084000	0.926676
0.086000	0.928259
0.087000	0.925046
0.088000	0.925835
0.091000	0.928104
0.092000	0.928830
0.093000	0.929541
0.094000	0.930239
0.095000	0.930922
0.096000	0.931593
0.097000	0.930449
0.098000	0.931110
0.099000	0.931758
0.102000	0.933632
0.103000	0.932530
0.104000	0.933136
0.105000	0.932061
0.106000	0.931009
0.107000	0.931610
0.108000	0.932200
0.109000	0.932780
0.111000	0.933911
0.113000	0.935005
0.118000	0.937587
0.119000	0.936592
0.120000	0.935616
0.122000	0.935158
0.124000	0.934716
0.125000	0.935204
0.126000	0.935686
0.127000	0.934772
0.128000	0.932504
0.130000	0.933473
0.132000	0.934415
0.133000	0.934876
0.134000	0.935331
0.136000	0.934925
0.137000	0.934084
0.138000	0.934531
0.139000	0.934971
0.140000	0.935406
0.141000	0.935834
0.142000	0.936258
0.144000	0.935861
0.145000	0.935059
0.146000	0.935475
0.147000	0.935886
0.149000	0.935507
0.153000	0.935933
0.154000	0.935177
0.157000	0.936337
0.158000	0.934482
0.159000	0.932659
0.161000	0.931265
0.162000	0.931660
0.163000	0.932051
0.165000	0.932819
0.166000	0.933197
0.168000	0.933939
0.169000	0.934305
0.170000	0.933632
0.171000	0.933994
0.173000	0.934708
0.174000	0.935059
0.175000	0.935406
0.176000	0.935749
0.177000	0.936089
0.179000	0.935772
0.180000	0.934149
0.181000	0.933518
0.182000	0.932895
0.183000	0.933237
0.184000	0.933576
0.185000	0.933911
0.186000	0.934243
0.187000	0.933632
0.189000	0.934288
0.191000	0.934011
0.192000	0.932504
0.193000	0.932830
0.194000	0.933153
0.197000	0.934104
0.198000	0.934415
0.199000	0.933840
0.201000	0.933581
0.205000	0.934792
0.207000	0.935381
0.209000	0.935960
0.212000	0.936809
0.213000	0.937087
0.214000	0.937363
0.215000	0.937636
0.220000	0.938160
0.222000	0.938683
0.223000	0.938941
0.225000	0.938662
0.226000	0.938917
0.227000	0.939169
0.228000	0.939420
0.229000	0.939669
0.230000	0.939915
0.231000	0.940160
0.232000	0.940402
0.233000	0.939879
0.236000	0.939843
0.238000	0.939571
0.240000	0.940044
0.242000	0.940510
0.244000	0.940969
0.246000	0.941421
0.249000	0.941368
0.250000	0.941589
0.251000	0.941808
0.252000	0.942026
0.253000	0.942242
0.256000	0.938009
0.257000	0.938236
0.258000	0.938460
0.260000	0.936181
0.261000	0.936410
0.262000	0.936637
0.263000	0.936191
0.264000	0.936418
0.265000	0.936642
0.266000	0.936201
0.267000	0.936425
0.268000	0.936647
0.270000	0.937087
0.271000	0.936652
0.272000	0.936870
0.273000	0.937087
0.274000	0.937302
0.275000	0.936873
0.276000	0.935807
0.277000	0.935388
0.278000	0.935605
0.279000	0.935189
0.280000	0.935406
0.284000	0.936258
0.288000	0.937087
0.289000	0.937291
0.291000	0.937695
0.293000	0.938094
0.295000	0.936688
0.296000	0.936291
0.297000	0.935304
0.298000	0.935507
0.299000	0.935120
0.300000	0.935322
0.301000	0.935523
0.302000	0.935139
0.304000	0.934380
0.305000	0.934005
0.307000	0.934406
0.308000	0.934035
0.309000	0.934234
0.312000	0.934825
0.314000	0.933533
0.315000	0.933730
0.316000	0.933926
0.317000	0.934121
0.318000	0.934314
0.319000	0.934507
0.321000	0.934888
0.322000	0.935077
0.323000	0.935265
0.324000	0.935452
0.325000	0.935638
0.326000	0.934742
0.327000	0.934929
0.328000	0.935114
0.329000	0.935299
0.330000	0.935482
0.331000	0.935664
0.334000	0.936205
0.335000	0.935857
0.336000	0.936036
0.338000	0.936390
0.341000	0.933814
0.344000	0.933842
0.345000	0.934021
0.346000	0.934199
0.347000	0.934377
0.349000	0.934224
0.350000	0.934400
0.351000	0.934574
0.352000	0.934748
0.354000	0.935093
0.355000	0.935264
0.356000	0.934939
0.357000	0.935110
0.358000	0.935279
0.359000	0.934957
0.361000	0.935294
0.365000	0.934992
0.366000	0.934677
0.369000	0.934220
0.370000	0.934386
0.371000	0.933604
0.373000	0.933937
0.374000	0.934102
0.375000	0.932862
0.377000	0.933194
0.379000	0.933523
0.380000	0.933686
0.381000	0.933849
0.382000	0.934011
0.384000	0.934332
0.385000	0.934491
0.387000	0.934353
0.388000	0.934511
0.389000	0.934669
0.390000	0.934825
0.391000	0.934981
0.392000	0.935136
0.393000	0.934842
0.394000	0.934550
0.395000	0.932040
0.396000	0.932200
0.397000	0.932359
0.398000	0.930322
0.399000	0.930485
0.400000	0.930647
0.401000	0.930808
0.403000	0.931127
0.404000	0.931286
0.405000	0.931444
0.406000	0.930741
0.407000	0.930471
0.409000	0.930361
0.410000	0.930094
0.411000	0.930252
0.412000	0.930410
0.414000	0.929880
0.416000	0.930194
0.418000	0.929255
0.419000	0.929412
0.420000	0.929568
0.421000	0.929724
0.422000	0.929878
0.423000	0.929210
0.424000	0.929365
0.425000	0.929519
0.427000	0.929419
0.428000	0.929572
0.429000	0.929725
0.430000	0.929877
0.431000	0.930028
0.434000	0.929675
0.435000	0.928626
0.436000	0.928380
0.437000	0.928532
0.439000	0.928834
0.440000	0.928985
0.441000	0.929134
0.445000	0.929335
0.446000	0.929483
0.447000	0.929240
0.449000	0.929533
0.450000	0.928519
0.451000	0.928667
0.452000	0.928045
0.453000	0.928192
0.455000	0.928486
0.456000	0.928631
0.457000	0.928776
0.458000	0.928921
0.459000	0.929065
0.460000	0.929208
0.461000	0.929351
0.462000	0.929493
0.463000	0.929634
0.464000	0.929025
0.465000	0.928793
0.466000	0.928935
0.467000	0.929077
0.468000	0.929218
0.469000	0.929358
0.470000	0.929498
0.471000	0.929637
0.472000	0.929407
0.473000	0.929545
0.474000	0.929683
0.475000	0.929821
0.476000	0.928862
0.477000	0.929000
0.478000	0.929138
0.479000	0.929276
0.480000	0.929413
0.481000	0.929549
0.482000	0.929685
0.483000	0.929100
0.485000	0.929372
0.486000	0.929507
0.487000	0.929284
0.488000	0.929062
0.490000	0.928622
0.491000	0.928757
0.496000	0.928373
0.497000	0.928507
0.499000	0.928425
0.500000	0.928211
0.501000	0.928344
0.502000	0.927440
0.504000	0.927707
0.505000	0.927840
0.506000	0.927972
0.508000	0.927894
0.510000	0.928156
0.511000	0.926254
0.512000	0.926050
0.513000	0.926183
0.514000	0.925980
0.515000	0.925443
0.516000	0.924241
0.517000	0.924376
0.522000	0.924386
0.523000	0.924520
0.524000	0.924653
0.525000	0.924786
0.526000	0.922957
0.527000	0.923092
0.529000	0.923360
0.530000	0.923494
0.531000	0.922980
0.533000	0.923247
0.535000	0.923512
0.536000	0.923324
0.537000	0.923455
0.539000	0.923718
0.541000	0.923026
0.542000	0.923157
0.543000	0.922971
0.544000	0.923102
0.545000	0.922603
0.546000	0.922734
0.549000	0.922186
0.552000	0.921956
0.553000	0.922086
0.554000	0.922216
0.555000	0.922345
0.556000	0.922474
0.560000	0.922373
0.561000	0.921280
0.562000	0.921105
0.570000	0.920326
0.571000	0.920455
0.572000	0.920583
0.573000	0.920711
0.574000	0.920838
0.577000	0.921217
0.578000	0.921047
0.582000	0.920373
0.584000	0.920040
0.585000	0.920165
0.587000	0.920416
0.588000	0.920540
0.589000	0.919796
0.590000	0.919055
0.591000	0.919181
0.594000	0.918411
0.596000	0.918662
0.597000	0.916798
0.598000	0.916926
0.600000	0.916898
0.601000	0.916743
0.602000	0.916588
0.604000	0.916841
0.605000	0.915291
0.606000	0.915141
0.607000	0.915269
0.608000	0.914841
0.609000	0.914969
0.611000	0.915224
0.613000	0.915202
0.614000	0.915328
0.616000	0.915580
0.617000	0.915705
0.618000	0.915284
0.619000	0.915409
0.620000	0.912549
0.621000	0.911867
0.622000	0.911997
0.624000	0.912254
0.625000	0.911578
0.626000	0.911707
0.627000	0.910768
0.628000	0.910897
0.632000	0.910354
0.633000	0.908640
0.634000	0.908771
0.636000	0.908770
0.637000	0.908378
0.638000	0.908509
0.639000	0.908639
0.640000	0.907989
0.641000	0.907861
0.642000	0.907733
0.643000	0.907863
0.644000	0.906191
0.647000	0.905819
0.648000	0.905695
0.649000	0.905572
0.650000	0.905704
0.651000	0.904568
0.652000	0.904700
0.654000	0.904964
0.657000	0.905357
0.658000	0.905236
0.659000	0.905366
0.660000	0.905496
0.661000	0.905626
0.663000	0.905884
0.665000	0.905891
0.667000	0.905651
0.668000	0.905532
0.669000	0.905413
0.670000	0.905048
0.671000	0.905176
0.672000	0.905304
0.673000	0.905431
0.674000	0.905559
0.675000	0.904219
0.677000	0.902775
0.679000	0.903033
0.680000	0.903162
0.681000	0.903290
0.684000	0.903433
0.685000	0.903561
0.686000	0.903688
0.689000	0.903112
0.690000	0.903001
0.693000	0.903380
0.695000	0.902922
0.696000	0.903048
0.697000	0.903174
0.701000	0.903204
0.702000	0.903094
0.705000	0.902303
0.706000	0.902427
0.707000	0.902552
0.708000	0.901750
0.710000	0.902000
0.711000	0.901663
0.712000	0.901328
0.713000	0.900764
0.715000	0.900101
0.717000	0.900352
0.718000	0.900249
0.719000	0.900374
0.721000	0.900623
0.722000	0.900747
0.723000	0.900871
0.725000	0.899766
0.726000	0.899665
0.727000	0.899565
0.728000	0.899689
0.729000	0.899590
0.732000	0.899069
0.734000	0.896882
0.735000	0.897008
0.736000	0.896693
0.737000	0.896380
0.738000	0.896505
0.739000	0.896631
0.741000	0.896444
0.742000	0.895480
0.743000	0.894954
0.745000	0.894557
0.746000	0.894683
0.747000	0.894809
0.748000	0.893428
0.749000	0.892912
0.750000	0.893039
0.751000	0.892739
0.752000	0.892866
0.753000	0.892993
0.754000	0.892268
0.756000	0.890405
0.757000	0.890534
0.760000	0.890709
0.761000	0.890627
0.765000	0.888843
0.767000	0.889100
0.768000	0.889229
0.769000	0.889150
0.770000	0.888864
0.774000	0.888758
0.775000	0.887860
0.776000	0.887988
0.777000	0.887504
0.778000	0.887224
0.779000	0.887149
0.780000	0.887277
0.781000	0.887406
0.783000	0.887661
0.787000	0.887764
0.789000	0.887012
0.790000	0.886938
0.791000	0.886864
0.792000	0.886991
0.793000	0.885721
0.794000	0.885450
0.795000	0.885578
0.796000	0.885308
0.797000	0.885040
0.798000	0.885167
0.799000	0.885294
0.800000	0.884239
0.801000	0.884366
0.802000	0.884494
0.803000	0.884033
0.805000	0.883701
0.806000	0.883829
0.807000	0.883956
0.808000	0.884083
0.809000	0.883820
0.810000	0.883947
0.811000	0.883686
0.812000	0.883231
0.813000	0.883358
0.817000	0.882709
0.818000	0.882644
0.819000	0.882770
0.820000	0.882322
0.821000	0.882449
0.822000	0.882384
0.824000	0.882636
0.825000	0.882762
0.826000	0.882887
0.827000	0.882443
0.828000	0.882379
0.829000	0.882315
0.830000	0.882062
0.831000	0.881433
0.832000	0.881559
0.833000	0.880933
0.834000	0.880684
0.835000	0.880810
0.836000	0.880936
0.837000	0.881061
0.838000	0.881000
0.839000	0.881124
0.840000	0.881249
0.841000	0.881188
0.844000	0.881375
0.845000	0.879835
0.846000	0.879591
0.849000	0.877401
0.850000	0.877345
0.851000	0.877472
0.852000	0.877416
0.853000	0.877542
0.854000	0.877668
0.855000	0.877431
0.857000	0.876958
0.858000	0.877084
0.859000	0.877029
0.860000	0.875356
0.862000	0.874357
0.863000	0.874485
0.864000	0.874612
0.865000	0.874560
0.866000	0.874687
0.867000	0.874458
0.868000	0.874584
0.870000	0.874837
0.871000	0.874609
0.872000	0.874558
0.873000	0.874683
0.874000	0.874809
0.875000	0.874934
0.876000	0.875059
0.880000	0.873456
0.881000	0.872710
0.882000	0.872314
0.883000	0.871920
0.884000	0.871700
0.885000	0.871135
0.886000	0.871261
0.887000	0.871043
0.888000	0.871170
0.889000	0.871124
0.890000	0.871250
0.892000	0.871502
0.894000	0.869532
0.895000	0.869319
0.896000	0.867750
0.897000	0.867033
0.898000	0.866993
0.899000	0.866952
0.900000	0.867081
0.901000	0.866537
0.902000	0.866665
0.903000	0.866793
0.904000	0.866921
0.905000	0.867048
0.906000	0.865840
0.907000	0.865469
0.908000	0.864435
0.909000	0.864068
0.910000	0.863536
0.911000	0.863336
0.912000	0.862478
0.914000	0.862246
0.915000	0.862049
0.916000	0.861688
0.917000	0.861655
0.918000	0.861785
0.919000	0.861752
0.920000	0.861719
0.921000	0.861848
0.922000	0.861653
0.923000	0.861782
0.924000	0.860941
0.925000	0.861070
0.926000	0.861199
0.927000	0.861328
0.928000	0.861457
0.929000	0.860782
0.930000	0.860910
0.931000	0.861039
0.932000	0.861007
0.933000	0.860975
0.936000	0.858812
0.937000	0.858942
0.938000	0.859071
0.939000	0.859042
0.940000	0.859170
0.941000	0.858194
0.942000	0.858166
0.943000	0.855160
0.944000	0.854355
0.945000	0.854487
0.946000	0.852757
0.947000	0.852580
0.948000	0.852713
0.949000	0.852845
0.950000	0.852669
0.951000	0.852647
0.952000	0.849560
0.953000	0.848019
0.954000	0.848154
0.955000	0.847379
0.957000	0.843437
0.958000	0.842678
0.959000	0.841030
0.960000	0.839687
0.961000	0.830761
0.962000	0.829176
0.963000	0.828318
0.964000	0.828465
0.965000	0.818003
0.966000	0.816485
0.967000	0.816085
0.968000	0.803548
0.969000	0.801569
0.970000	0.797881
0.971000	0.795808
0.972000	0.790240
0.973000	0.789119
0.974000	0.789290
0.975000	0.787662
0.976000	0.786683
0.977000	0.785962
0.978000	0.783471
0.979000	0.783391
0.980000	0.782179
0.981000	0.779598
0.982000	0.779773
0.983000	0.774133
0.984000	0.770039
0.985000	0.768525
0.986000	0.768705
0.987000	0.768885
0.988000	0.760481
0.989000	0.739584
0.990000	0.738556
0.991000	0.688800
0.992000	0.684230
0.993000	0.680386
0.994000	0.672353
0.995000	0.661674
0.996000	0.652553
0.997000	0.640284
0.998000	0.631857
0.999000	0.611065
0.999582	0.577287
